College_ID,IQ,Previous_Sem_Percentage,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Project_Count,Placement,Average_Score
CLG0037,92,9.87,10.0,4,0,7,5,4,Placed,37.29
CLG0043,74,6.81,6.38,1,0,9,8,0,Not Placed,29.06
CLG0042,120,8.01,7.66,2,0,3,10,5,Not Placed,45.22
CLG0013,98,8.05,8.1,5,0,5,1,1,Not Placed,38.05
CLG0016,118,7.8,7.36,6,0,1,4,5,Placed,44.39
CLG0042,76,9.57,9.95,9,0,0,6,1,Not Placed,31.84
CLG0038,91,8.37,8.01,2,0,6,4,3,Not Placed,35.79
CLG0066,100,7.02,7.19,9,0,3,5,2,Not Placed,38.07
CLG0065,100,9.31,9.2,7,0,3,2,2,Placed,39.5
CLG0005,93,5.91,5.81,9,0,1,7,2,Not Placed,34.91
CLG0030,109,7.72,7.98,4,0,8,9,3,Placed,41.57
CLG0095,83,9.75,9.75,7,0,1,7,4,Placed,34.17
CLG0043,97,8.13,8.36,1,0,4,1,4,Placed,37.83
CLG0032,101,9.08,9.09,8,0,5,2,4,Not Placed,39.72
CLG0067,107,8.27,8.36,7,0,2,8,5,Placed,41.21
CLG0067,110,9.2,9.46,7,0,10,1,0,Placed,42.89
CLG0042,83,9.72,9.83,2,0,2,2,3,Not Placed,34.18
CLG0005,76,6.36,6.48,10,0,5,5,3,Not Placed,29.61
CLG0099,119,5.85,6.14,9,0,4,6,4,Placed,43.66
CLG0086,104,7.42,7.87,8,0,4,1,4,Not Placed,39.76
CLG0096,88,8.51,8.39,1,0,4,1,4,Not Placed,34.97
CLG0059,123,6.14,6.22,1,0,8,2,3,Placed,45.12
CLG0023,101,5.02,4.61,5,0,7,3,4,Placed,36.88
CLG0008,117,6.71,6.57,2,0,3,9,2,Placed,43.43
CLG0068,101,9.84,9.75,1,0,5,3,4,Not Placed,40.2
CLG0070,130,8.47,8.81,10,0,4,8,2,Not Placed,49.09
CLG0091,126,7.01,7.02,8,0,10,6,1,Not Placed,46.68
CLG0019,96,5.96,6.19,4,0,5,10,1,Not Placed,36.05
CLG0044,114,6.78,6.3,2,0,10,5,3,Not Placed,42.36
CLG0093,109,5.85,5.81,5,0,7,9,0,Not Placed,40.22
CLG0038,120,5.53,5.93,6,0,5,8,5,Placed,43.82
CLG0044,85,9.53,9.25,8,0,5,3,1,Placed,34.59
CLG0006,110,9.99,9.52,7,0,1,7,3,Not Placed,43.17
CLG0003,115,5.82,5.75,7,0,6,4,3,Not Placed,42.19
CLG0096,73,5.27,5.47,1,0,2,8,2,Not Placed,27.91
CLG0080,82,6.65,6.6,3,0,6,7,2,Not Placed,31.75
CLG0033,69,7.31,7.27,3,0,4,3,4,Placed,27.86
CLG0066,95,6.02,6.19,7,0,3,7,5,Not Placed,35.74
CLG0058,110,6.51,6.26,2,0,9,6,1,Placed,40.92
CLG0026,122,6.0,6.25,10,0,0,6,2,Not Placed,44.75
CLG0099,101,8.87,8.52,7,0,7,10,0,Placed,39.46
CLG0028,124,8.56,8.46,9,0,1,3,5,Not Placed,47.01
CLG0043,79,8.17,8.33,1,0,9,4,3,Placed,31.83
CLG0075,74,6.94,7.27,2,0,7,4,5,Placed,29.4
CLG0088,99,9.55,9.84,6,0,6,6,4,Placed,39.46
CLG0016,105,9.85,10.07,2,0,2,9,2,Placed,41.64
CLG0089,99,5.87,5.73,2,0,10,5,2,Placed,36.87
CLG0023,68,6.12,5.74,5,0,6,8,2,Not Placed,26.62
CLG0059,98,7.63,7.35,7,0,0,5,5,Not Placed,37.66
CLG0035,80,5.46,5.82,4,0,4,6,1,Not Placed,30.43
CLG0089,110,7.18,7.54,6,0,1,6,5,Placed,41.57
CLG0041,105,7.91,8.36,3,0,1,4,2,Placed,40.42
CLG0097,85,7.61,7.19,4,0,2,10,5,Not Placed,33.27
CLG0022,92,6.65,6.69,4,0,6,10,3,Placed,35.11
CLG0074,84,7.71,7.86,4,0,1,5,2,Not Placed,33.19
CLG0001,99,9.79,10.0,1,0,3,4,5,Not Placed,39.6
CLG0046,114,6.03,6.17,4,0,3,2,0,Not Placed,42.07
CLG0022,85,8.27,8.54,4,0,0,2,2,Not Placed,33.94
CLG0032,107,5.22,5.08,6,0,6,8,4,Placed,39.1
CLG0087,92,5.33,5.01,9,0,3,4,4,Placed,34.11
CLG0030,88,7.76,7.46,10,0,0,9,0,Placed,34.41
CLG0087,98,5.52,5.03,6,0,2,6,4,Not Placed,36.18
CLG0043,84,5.11,4.96,6,0,7,5,1,Not Placed,31.36
CLG0012,91,5.86,5.45,7,0,3,7,3,Placed,34.1
CLG0083,82,7.82,7.64,7,0,0,6,3,Not Placed,32.49
CLG0071,129,8.52,8.65,1,0,6,4,1,Not Placed,48.72
CLG0027,100,6.01,6.4,8,0,7,10,4,Not Placed,37.47
CLG0026,89,8.34,8.68,1,0,4,9,0,Not Placed,35.34
CLG0018,103,5.91,5.66,9,0,8,6,0,Placed,38.19
CLG0092,98,8.07,7.7,4,0,6,3,3,Placed,37.92
CLG0075,96,7.06,6.75,9,0,3,4,5,Placed,36.6
CLG0066,109,8.27,8.74,8,0,8,4,0,Not Placed,42.0
CLG0081,111,9.98,10.03,9,0,5,8,1,Not Placed,43.67
CLG0061,92,9.69,9.37,6,0,10,5,3,Not Placed,37.02
CLG0046,91,5.02,5.36,9,0,7,8,2,Not Placed,33.79
CLG0029,95,9.43,9.33,4,0,1,8,1,Placed,37.92
CLG0032,65,5.33,5.73,3,0,4,6,1,Not Placed,25.35
CLG0015,77,9.77,9.53,3,0,2,5,0,Not Placed,32.1
CLG0060,120,6.41,6.3,8,0,4,2,5,Not Placed,44.24
CLG0082,124,6.91,6.91,2,0,7,1,0,Not Placed,45.94
CLG0028,96,5.46,5.85,6,0,5,7,0,Placed,35.77
CLG0027,108,5.56,5.93,9,0,0,10,2,Not Placed,39.83
CLG0041,104,8.63,8.7,9,0,6,10,1,Placed,40.44
CLG0047,146,9.72,9.44,8,0,9,7,4,Not Placed,55.05
CLG0033,116,8.05,7.95,8,0,0,2,3,Placed,44.0
CLG0044,98,8.58,9.06,1,0,0,3,0,Not Placed,38.55
CLG0050,85,8.81,8.92,7,0,3,8,0,Placed,34.24
CLG0010,75,6.31,6.59,1,0,8,4,1,Placed,29.3
CLG0024,103,5.23,5.18,9,0,7,5,2,Placed,37.8
CLG0034,88,5.01,5.04,3,0,9,7,0,Placed,32.68
CLG0091,78,6.75,6.68,1,0,2,8,2,Not Placed,30.48
CLG0020,90,6.21,6.41,8,0,5,1,2,Placed,34.21
CLG0025,83,5.31,5.66,7,0,0,7,4,Placed,31.32
CLG0055,125,5.9,5.91,2,0,9,3,2,Not Placed,45.6
CLG0090,113,5.62,5.6,7,0,0,5,4,Placed,41.41
CLG0043,99,9.57,9.41,5,0,5,1,3,Placed,39.33
CLG0053,122,5.7,5.38,7,0,4,3,2,Placed,44.36
CLG0085,101,7.69,8.13,10,0,5,5,3,Not Placed,38.94
CLG0050,87,7.97,7.79,7,0,8,1,2,Not Placed,34.25
CLG0055,122,7.72,8.02,2,0,4,2,4,Placed,45.91
CLG0013,108,5.5,5.72,2,0,1,3,4,Not Placed,39.74
CLG0049,84,6.59,6.88,7,0,0,8,3,Not Placed,32.49
CLG0097,97,5.26,5.7,3,0,10,5,1,Not Placed,35.99
CLG0010,86,6.98,7.1,4,0,1,5,1,Placed,33.36
CLG0092,79,5.94,6.34,7,0,7,3,1,Not Placed,30.43
CLG0097,113,7.81,7.48,2,0,0,9,2,Placed,42.76
CLG0011,128,8.46,8.59,2,0,5,9,1,Placed,48.35
CLG0078,79,7.66,7.93,9,0,4,2,3,Placed,31.53
CLG0084,108,7.17,6.94,1,0,9,8,1,Placed,40.7
CLG0100,90,6.94,7.18,3,0,10,1,3,Not Placed,34.71
CLG0020,92,9.21,9.49,10,0,8,5,3,Placed,36.9
CLG0072,91,6.1,6.43,4,0,3,7,5,Placed,34.51
CLG0079,87,8.67,8.48,5,0,4,8,2,Placed,34.72
CLG0097,100,8.79,8.97,3,0,4,8,5,Not Placed,39.25
CLG0083,87,7.1,6.9,9,0,10,6,4,Placed,33.67
CLG0048,104,6.49,6.73,5,0,1,7,2,Placed,39.07
CLG0076,99,7.35,7.31,7,0,10,4,2,Placed,37.89
CLG0017,96,5.47,5.57,7,0,1,10,0,Not Placed,35.68
CLG0033,86,5.23,5.15,9,0,8,7,1,Not Placed,32.13
CLG0020,91,5.56,5.22,2,0,2,7,1,Not Placed,33.93
CLG0046,111,5.94,5.62,3,0,5,9,3,Placed,40.85
CLG0031,107,7.52,7.1,4,0,3,2,4,Not Placed,40.54
CLG0051,85,9.25,9.37,8,0,3,8,5,Placed,34.54
CLG0083,101,6.18,6.53,1,0,4,9,1,Placed,37.9
CLG0019,111,9.68,9.2,9,0,4,3,1,Placed,43.29
CLG0062,74,9.77,9.34,5,0,6,8,4,Not Placed,31.04
CLG0044,108,9.79,9.75,4,0,6,1,1,Not Placed,42.51
CLG0077,90,9.19,9.43,8,0,0,10,0,Not Placed,36.21
CLG0038,108,6.82,6.48,9,0,5,5,1,Not Placed,40.43
CLG0049,88,5.36,5.13,3,0,3,1,0,Placed,32.83
CLG0065,72,7.84,7.57,4,0,1,1,2,Not Placed,29.14
CLG0011,75,7.79,7.69,1,0,5,6,2,Placed,30.16
CLG0027,100,9.25,8.97,3,0,6,5,0,Not Placed,39.41
CLG0058,103,9.98,9.83,10,0,1,5,5,Placed,40.94
CLG0064,86,7.54,7.77,5,0,1,2,5,Not Placed,33.77
CLG0065,109,6.73,6.84,8,0,9,10,3,Not Placed,40.86
CLG0015,75,5.93,5.51,1,0,10,9,0,Not Placed,28.81
CLG0082,99,5.02,5.16,1,0,6,5,3,Placed,36.39
CLG0089,81,7.55,7.53,3,0,8,3,4,Placed,32.03
CLG0001,90,7.78,8.21,9,0,2,7,4,Placed,35.33
CLG0019,100,9.12,8.91,9,0,2,6,0,Not Placed,39.34
CLG0056,87,7.52,7.75,1,0,7,6,3,Placed,34.09
CLG0064,94,9.58,9.81,4,0,1,5,2,Placed,37.8
CLG0034,115,8.14,7.86,8,0,8,4,0,Not Placed,43.67
CLG0064,91,9.2,9.6,2,0,6,6,0,Placed,36.6
CLG0010,112,5.74,5.73,4,0,7,7,3,Placed,41.16
CLG0076,83,9.28,9.46,7,0,8,8,4,Not Placed,33.91
CLG0060,107,8.38,8.03,7,0,2,2,5,Not Placed,41.14
CLG0039,121,5.85,5.61,5,0,5,4,2,Not Placed,44.15
CLG0066,62,5.95,6.04,7,0,7,7,3,Not Placed,24.66
CLG0032,88,9.63,9.45,6,0,0,3,3,Placed,35.69
CLG0051,108,5.16,5.16,2,0,5,5,2,Not Placed,39.44
CLG0026,96,7.31,7.18,9,0,2,10,5,Placed,36.83
CLG0057,105,6.57,6.71,5,0,7,7,5,Placed,39.43
CLG0084,90,8.33,8.32,2,0,8,9,0,Not Placed,35.55
CLG0060,101,9.2,8.7,6,0,4,6,0,Placed,39.63
CLG0055,97,6.8,6.95,10,0,1,2,1,Placed,36.92
CLG0006,117,7.13,7.05,5,0,6,9,2,Placed,43.73
CLG0007,103,9.91,9.75,2,0,5,6,3,Placed,40.89
CLG0066,105,8.92,8.51,10,0,5,10,1,Placed,40.81
CLG0081,93,9.49,9.21,10,0,0,2,1,Placed,37.23
CLG0026,92,7.19,6.91,7,0,0,1,1,Placed,35.37
CLG0095,93,6.17,6.61,10,0,5,4,0,Not Placed,35.26
CLG0098,105,7.06,6.99,2,0,5,2,4,Placed,39.68
CLG0082,93,8.58,8.12,7,0,3,7,1,Placed,36.57
CLG0078,104,5.55,5.19,6,0,7,7,3,Not Placed,38.25
CLG0005,131,6.35,5.93,4,0,8,3,5,Not Placed,47.76
CLG0087,113,5.23,5.32,4,0,5,10,0,Not Placed,41.18
CLG0001,95,7.16,6.85,6,0,9,1,5,Placed,36.34
CLG0084,118,9.14,9.14,9,0,7,2,4,Placed,45.43
CLG0002,93,5.12,4.99,10,0,7,8,4,Placed,34.37
CLG0065,69,8.38,8.68,6,0,1,4,1,Placed,28.69
CLG0010,84,9.66,9.48,6,0,3,3,1,Not Placed,34.38
CLG0050,71,6.18,6.14,1,0,0,10,0,Placed,27.77
CLG0051,94,8.47,8.69,5,0,0,7,1,Placed,37.05
CLG0069,100,9.88,9.81,1,0,5,10,0,Placed,39.9
CLG0041,125,9.81,10.1,9,0,6,4,4,Placed,48.3
CLG0058,104,6.17,6.33,10,0,4,2,3,Not Placed,38.83
CLG0077,96,5.5,5.41,4,0,7,3,3,Not Placed,35.64
CLG0068,112,5.74,5.74,2,0,8,4,2,Not Placed,41.16
CLG0024,66,8.51,8.98,9,0,3,1,5,Placed,27.83
CLG0091,103,8.63,8.79,6,0,0,8,2,Placed,40.14
CLG0056,111,8.37,8.77,10,0,5,8,2,Not Placed,42.71
CLG0100,77,6.68,6.36,3,0,0,5,3,Not Placed,30.01
CLG0036,117,5.85,5.83,2,0,1,6,1,Placed,42.89
CLG0002,105,7.9,8.31,6,0,10,4,0,Not Placed,40.4
CLG0096,93,7.42,7.24,10,0,3,3,3,Not Placed,35.89
CLG0056,109,8.64,9.11,6,0,3,3,2,Placed,42.25
CLG0081,134,7.21,6.81,9,0,5,4,2,Not Placed,49.34
CLG0012,102,6.69,7.09,5,0,7,6,5,Not Placed,38.59
CLG0012,103,6.47,6.42,9,0,2,2,1,Not Placed,38.63
CLG0085,93,6.06,5.63,5,0,5,6,2,Placed,34.9
CLG0072,87,6.33,6.71,2,0,2,8,2,Not Placed,33.35
CLG0022,112,5.47,5.22,1,0,1,9,0,Placed,40.9
CLG0074,87,6.73,6.25,9,0,3,4,1,Not Placed,33.33
CLG0084,101,5.18,4.82,10,0,3,5,4,Not Placed,37.0
CLG0062,92,5.93,6.09,7,0,1,8,4,Not Placed,34.67
CLG0064,107,8.73,9.21,3,0,10,10,2,Not Placed,41.65
CLG0028,105,6.63,6.24,6,0,2,2,2,Placed,39.29
CLG0089,115,8.34,8.3,10,0,8,10,0,Placed,43.88
CLG0028,92,8.58,8.26,4,0,9,2,4,Not Placed,36.28
CLG0004,95,7.91,8.16,9,0,8,9,1,Placed,37.02
CLG0045,85,9.79,9.41,2,0,9,6,1,Placed,34.73
CLG0090,93,5.11,4.85,4,0,6,10,3,Placed,34.32
CLG0013,105,8.69,8.39,1,0,1,9,5,Not Placed,40.69
CLG0083,111,9.79,9.84,7,0,4,10,3,Placed,43.54
CLG0098,86,9.31,9.68,4,0,7,7,1,Not Placed,35.0
CLG0080,113,5.84,5.85,5,0,0,5,3,Not Placed,41.56
CLG0004,120,6.63,6.19,1,0,0,9,5,Placed,44.27
CLG0061,106,5.86,5.92,2,0,10,9,5,Not Placed,39.26
CLG0084,128,8.01,8.31,4,0,10,2,0,Placed,48.11
CLG0026,88,8.56,8.19,2,0,5,8,2,Placed,34.92
CLG0094,81,6.59,6.16,1,0,6,8,1,Not Placed,31.25
CLG0006,73,7.7,7.39,10,0,6,2,4,Not Placed,29.36
CLG0077,122,8.45,8.7,1,0,2,10,4,Placed,46.38
CLG0056,109,7.11,7.2,6,0,9,7,1,Placed,41.1
CLG0100,99,9.27,9.31,2,0,3,1,3,Not Placed,39.19
CLG0081,104,8.86,8.61,3,0,8,5,3,Placed,40.49
CLG0027,83,5.32,5.15,5,0,10,5,1,Not Placed,31.16
CLG0035,136,8.11,8.58,3,0,9,10,1,Placed,50.9
CLG0097,101,6.18,5.92,6,0,3,5,1,Not Placed,37.7
CLG0082,101,7.79,8.19,7,0,4,2,0,Not Placed,38.99
CLG0058,110,9.78,9.86,10,0,5,3,4,Placed,43.21
CLG0084,107,9.4,9.02,6,0,6,6,0,Not Placed,41.81
CLG0063,103,7.02,6.99,2,0,4,1,5,Not Placed,39.0
CLG0033,88,6.46,6.91,9,0,6,6,0,Not Placed,33.79
CLG0095,107,6.17,6.09,2,0,1,6,2,Placed,39.75
CLG0083,128,7.66,8.02,6,0,6,7,0,Placed,47.89
CLG0097,120,5.57,5.33,9,0,4,9,5,Not Placed,43.63
CLG0081,123,7.75,7.82,9,0,9,9,4,Not Placed,46.19
CLG0033,92,5.01,5.35,2,0,4,4,3,Not Placed,34.12
CLG0100,85,6.62,7.04,9,0,10,2,4,Not Placed,32.89
CLG0069,98,6.1,6.09,8,0,5,5,1,Not Placed,36.73
CLG0040,100,9.86,10.0,7,0,8,1,5,Placed,39.95
CLG0047,116,8.64,8.14,8,0,3,5,1,Not Placed,44.26
CLG0045,74,6.75,6.5,10,0,4,10,1,Not Placed,29.08
CLG0027,122,5.46,5.24,8,0,4,3,0,Placed,44.23
CLG0007,97,7.58,7.17,1,0,2,7,5,Placed,37.25
CLG0058,93,6.07,5.85,9,0,2,7,2,Not Placed,34.97
CLG0014,84,7.68,7.5,6,0,0,3,3,Placed,33.06
CLG0004,75,9.18,9.65,1,0,3,5,0,Placed,31.28
CLG0082,112,8.08,8.25,1,0,8,9,1,Not Placed,42.78
CLG0034,101,8.17,8.1,7,0,1,4,4,Placed,39.09
CLG0080,80,7.71,8.2,10,0,9,2,1,Not Placed,31.97
CLG0091,80,9.64,9.29,2,0,3,3,4,Not Placed,32.98
CLG0038,94,9.66,9.64,6,0,8,1,3,Placed,37.77
CLG0020,125,7.56,7.71,5,0,8,5,1,Not Placed,46.76
CLG0046,96,6.53,6.09,5,0,7,9,5,Not Placed,36.21
CLG0019,77,7.3,7.52,10,0,1,2,5,Placed,30.61
CLG0001,96,5.93,5.53,6,0,10,3,3,Placed,35.82
CLG0023,95,8.18,7.82,8,0,2,3,1,Placed,37.0
CLG0062,59,7.5,7.16,5,0,5,7,1,Placed,24.55
CLG0073,99,5.52,5.95,8,0,1,10,4,Not Placed,36.82
CLG0028,96,5.99,6.17,5,0,2,7,2,Not Placed,36.05
CLG0084,110,7.4,7.56,10,0,0,1,5,Not Placed,41.65
CLG0080,127,9.44,9.5,6,0,3,3,4,Not Placed,48.65
CLG0077,116,7.83,7.62,8,0,10,1,0,Not Placed,43.82
CLG0033,95,8.41,8.53,2,0,5,9,3,Not Placed,37.31
CLG0003,83,6.7,6.61,7,0,0,7,3,Placed,32.1
CLG0079,138,7.86,7.51,3,0,0,5,2,Not Placed,51.12
CLG0016,100,7.24,7.43,9,0,7,7,1,Placed,38.22
CLG0030,100,8.3,7.93,10,0,6,3,3,Placed,38.74
CLG0025,99,5.25,4.94,7,0,6,3,2,Not Placed,36.4
CLG0078,102,7.47,7.79,3,0,6,1,0,Not Placed,39.09
CLG0001,97,6.48,6.64,8,0,4,5,3,Placed,36.71
CLG0033,91,6.63,6.76,10,0,3,7,0,Placed,34.8
CLG0037,91,9.8,9.72,2,0,6,3,5,Placed,36.84
CLG0029,99,5.91,5.81,10,0,10,5,4,Placed,36.91
CLG0037,91,6.56,6.75,8,0,2,10,3,Not Placed,34.77
CLG0061,89,7.55,7.79,7,0,8,1,3,Not Placed,34.78
CLG0008,101,9.32,9.33,5,0,1,7,1,Placed,39.88
CLG0001,96,7.08,7.55,4,0,0,8,0,Not Placed,36.88
CLG0063,122,8.72,9.18,10,0,7,8,4,Not Placed,46.63
CLG0088,60,9.28,9.19,10,0,5,1,2,Placed,26.16
CLG0065,116,6.55,6.87,1,0,3,4,4,Not Placed,43.14
CLG0046,118,6.96,7.0,4,0,9,9,3,Not Placed,43.99
CLG0043,68,6.78,6.79,6,0,8,2,5,Placed,27.19
CLG0010,94,9.16,8.71,6,0,4,1,0,Not Placed,37.29
CLG0082,94,5.22,5.29,2,0,10,6,3,Not Placed,34.84
CLG0085,78,6.54,6.94,9,0,0,1,2,Not Placed,30.49
CLG0010,88,8.4,8.68,1,0,0,6,2,Not Placed,35.03
CLG0062,83,7.83,8.12,4,0,6,1,3,Placed,32.98
CLG0086,126,7.18,6.84,4,0,0,6,5,Not Placed,46.67
CLG0051,114,7.7,7.56,2,0,5,9,3,Not Placed,43.09
CLG0045,119,5.99,5.72,8,0,6,5,3,Not Placed,43.57
CLG0073,110,7.15,6.97,2,0,10,4,0,Placed,41.37
CLG0073,83,7.51,7.59,2,0,9,8,1,Not Placed,32.7
CLG0045,92,9.51,9.37,2,0,4,4,2,Placed,36.96
CLG0085,107,6.3,6.36,1,0,2,4,0,Placed,39.89
CLG0058,81,9.34,9.28,5,0,2,9,2,Placed,33.21
CLG0095,110,8.22,8.01,4,0,1,1,3,Placed,42.08
CLG0066,96,5.1,4.7,2,0,10,3,2,Placed,35.27
CLG0024,94,8.62,9.01,1,0,0,4,5,Placed,37.21
CLG0097,110,5.18,4.69,1,0,10,8,5,Not Placed,39.96
CLG0075,106,9.99,9.49,2,0,7,1,5,Not Placed,41.83
CLG0065,94,9.36,9.69,1,0,8,3,4,Not Placed,37.68
CLG0055,117,6.49,6.99,9,0,1,2,2,Placed,43.49
CLG0051,83,6.29,6.52,2,0,3,6,5,Placed,31.94
CLG0072,109,6.91,6.43,3,0,2,9,4,Not Placed,40.78
CLG0073,108,6.78,6.51,9,0,3,10,0,Not Placed,40.43
CLG0021,95,6.86,7.33,5,0,3,9,0,Not Placed,36.4
CLG0047,104,6.59,6.9,8,0,7,10,5,Not Placed,39.16
CLG0022,81,8.11,8.18,7,0,10,5,4,Not Placed,32.43
CLG0029,113,5.82,5.56,6,0,2,3,2,Placed,41.46
CLG0040,97,9.23,8.74,2,0,2,8,5,Not Placed,38.32
CLG0003,92,9.06,8.58,4,0,5,9,0,Placed,36.55
CLG0049,115,7.38,7.49,9,0,10,9,2,Placed,43.29
CLG0025,89,9.26,8.78,7,0,2,1,1,Placed,35.68
CLG0082,78,6.24,6.73,3,0,4,10,5,Not Placed,30.32
CLG0011,76,5.09,4.77,6,0,3,5,1,Placed,28.62
CLG0094,109,8.1,8.31,8,0,10,10,5,Not Placed,41.8
CLG0089,80,7.29,6.95,8,0,3,9,4,Placed,31.41
CLG0075,126,7.84,7.88,8,0,1,3,4,Not Placed,47.24
CLG0098,68,9.5,9.08,8,0,8,7,2,Placed,28.86
CLG0088,125,9.85,10.12,10,0,4,9,1,Not Placed,48.32
CLG0048,103,8.17,8.25,6,0,4,2,1,Placed,39.81
CLG0032,98,8.82,8.41,10,0,6,2,4,Not Placed,38.41
CLG0003,91,5.42,5.77,3,0,2,5,3,Not Placed,34.06
CLG0045,105,5.8,5.85,9,0,5,8,2,Not Placed,38.88
CLG0089,99,8.67,9.09,3,0,0,10,2,Placed,38.92
CLG0020,116,7.16,7.58,4,0,4,5,0,Not Placed,43.58
CLG0020,101,7.23,7.65,10,0,4,8,4,Placed,38.63
CLG0051,102,6.54,6.12,1,0,8,4,0,Not Placed,38.22
CLG0081,94,8.04,7.66,2,0,4,9,3,Placed,36.57
CLG0020,99,5.93,6.42,6,0,7,4,0,Not Placed,37.12
CLG0082,104,8.13,8.12,1,0,2,5,3,Not Placed,40.08
CLG0014,74,5.87,5.61,9,0,10,7,0,Not Placed,28.49
CLG0098,79,5.32,5.59,8,0,5,9,4,Placed,29.97
CLG0080,111,6.65,6.41,2,0,1,5,3,Not Placed,41.35
CLG0032,102,6.16,6.39,2,0,8,7,2,Placed,38.18
CLG0072,97,9.44,9.78,8,0,5,4,4,Placed,38.74
CLG0042,100,5.27,5.55,8,0,4,2,4,Not Placed,36.94
CLG0080,105,5.88,5.65,1,0,8,2,5,Placed,38.84
CLG0039,91,7.74,7.64,5,0,0,5,1,Placed,35.46
CLG0038,88,7.41,7.32,2,0,2,2,2,Not Placed,34.24
CLG0064,102,5.23,5.22,1,0,1,2,0,Placed,37.48
CLG0004,85,5.04,4.71,3,0,8,2,4,Not Placed,31.58
CLG0099,106,9.94,9.89,3,0,10,4,0,Placed,41.94
CLG0092,74,8.29,8.3,10,0,5,8,4,Not Placed,30.2
CLG0063,115,6.83,6.86,9,0,10,7,2,Placed,42.9
CLG0061,107,7.35,7.67,10,0,5,5,4,Placed,40.67
CLG0078,103,6.33,6.35,1,0,4,7,0,Not Placed,38.56
CLG0005,114,6.72,6.45,2,0,3,6,0,Not Placed,42.39
CLG0066,124,8.25,8.41,9,0,3,8,2,Placed,46.89
CLG0045,115,9.41,9.71,5,0,1,8,0,Not Placed,44.71
CLG0050,72,5.92,5.74,9,0,6,7,3,Not Placed,27.89
CLG0088,80,9.2,9.35,6,0,5,5,4,Placed,32.85
CLG0003,90,5.61,5.26,10,0,2,6,3,Placed,33.62
CLG0023,100,6.07,5.91,10,0,6,10,1,Placed,37.33
CLG0011,107,5.19,5.6,3,0,8,8,1,Placed,39.26
CLG0038,89,5.7,6.11,8,0,9,7,5,Not Placed,33.6
CLG0056,102,9.59,9.67,9,0,0,5,5,Not Placed,40.42
CLG0035,88,7.3,7.5,2,0,10,10,4,Not Placed,34.27
CLG0065,90,5.39,5.74,9,0,9,8,0,Placed,33.71
CLG0006,78,9.8,10.26,4,0,7,4,2,Placed,32.69
CLG0070,86,9.39,9.38,8,0,1,6,1,Not Placed,34.92
CLG0040,79,8.77,8.83,5,0,0,4,0,Not Placed,32.2
CLG0090,85,9.67,9.59,6,0,8,5,5,Placed,34.75
CLG0035,115,6.1,5.67,4,0,1,10,2,Placed,42.26
CLG0013,85,9.18,9.1,5,0,6,3,4,Not Placed,34.43
CLG0025,139,8.45,8.74,1,0,6,2,0,Not Placed,52.06
CLG0086,107,9.35,9.65,3,0,0,1,3,Not Placed,42.0
CLG0081,102,8.98,9.37,4,0,9,3,4,Placed,40.12
CLG0078,87,6.73,6.28,1,0,0,1,1,Not Placed,33.34
CLG0067,110,8.87,8.9,3,0,6,6,4,Placed,42.59
CLG0068,91,6.31,5.92,4,0,5,2,4,Not Placed,34.41
CLG0099,101,6.64,6.34,9,0,3,3,2,Not Placed,37.99
CLG0047,138,5.54,5.94,3,0,2,8,1,Placed,49.83
CLG0055,98,9.68,9.68,3,0,4,5,5,Not Placed,39.12
CLG0092,117,6.46,6.72,4,0,4,2,2,Not Placed,43.39
CLG0043,89,7.6,7.16,9,0,10,2,4,Placed,34.59
CLG0002,99,6.96,6.88,9,0,2,3,0,Placed,37.61
CLG0045,126,9.8,9.97,1,0,5,3,3,Placed,48.59
CLG0048,90,6.68,6.31,8,0,2,8,3,Placed,34.33
CLG0062,127,8.89,8.72,10,0,3,5,2,Not Placed,48.2
CLG0038,110,9.28,8.84,1,0,2,8,0,Not Placed,42.71
CLG0047,91,7.18,7.33,2,0,5,4,3,Not Placed,35.17
CLG0004,109,6.89,7.36,10,0,8,9,0,Placed,41.08
CLG0060,114,8.74,9.07,5,0,2,3,5,Not Placed,43.94
CLG0049,109,9.56,10.03,6,0,0,2,5,Placed,42.86
CLG0076,76,8.77,9.12,2,0,6,6,2,Placed,31.3
CLG0034,89,6.14,6.5,10,0,4,4,1,Not Placed,33.88
CLG0044,96,9.44,9.52,5,0,3,2,0,Not Placed,38.32
CLG0094,98,6.94,6.96,3,0,2,6,0,Placed,37.3
CLG0085,109,7.88,7.79,7,0,6,4,1,Placed,41.56
CLG0056,102,9.16,9.48,1,0,1,10,4,Placed,40.21
CLG0092,79,5.94,5.62,5,0,10,4,4,Not Placed,30.19
CLG0042,105,8.92,8.48,3,0,3,10,4,Placed,40.8
CLG0050,109,7.98,8.43,2,0,1,4,2,Placed,41.8
CLG0069,108,9.47,8.97,3,0,9,4,4,Placed,42.15
CLG0033,116,5.86,6.34,10,0,7,8,2,Not Placed,42.73
CLG0098,112,7.1,7.33,4,0,2,1,1,Not Placed,42.14
CLG0096,106,9.16,8.99,2,0,4,9,0,Placed,41.38
CLG0091,98,5.1,5.3,2,0,10,3,3,Placed,36.13
CLG0067,75,5.56,5.88,3,0,3,5,3,Placed,28.81
CLG0042,106,9.95,9.7,2,0,4,5,2,Placed,41.88
CLG0044,103,6.4,6.67,6,0,3,4,2,Not Placed,38.69
